,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,yr_renovated,price
0,0.20000000000000004,0.06666666666666667,0.06150341685649203,0.0,0.0,0.0,0.5,0.4,0.0,0.018879559170821306
1,0.20000000000000004,0.23333333333333334,0.16704631738800305,0.4,0.0,0.0,0.5,0.4,1.0,0.06035161374967201
2,0.1,0.06666666666666667,0.030372057706909643,0.0,0.0,0.0,0.5,0.30000000000000004,0.0,0.01338231435318814
3,0.30000000000000004,0.33333333333333337,0.12072892938496582,0.0,0.0,0.0,1.0,0.4,0.0,0.06901075833114668
4,0.20000000000000004,0.2,0.09946848899012908,0.0,0.0,0.0,0.5,0.5,0.0,0.05667803726056154
5,0.30000000000000004,0.5333333333333333,0.38344722854973423,0.0,0.0,0.0,0.5,0.8,0.0,0.15114143269483074
6,0.20000000000000004,0.23333333333333334,0.10212604403948367,0.4,0.0,0.0,0.5,0.4,0.0,0.02355024927840462
7,0.20000000000000004,0.13333333333333336,0.05239179954441913,0.0,0.0,0.0,0.5,0.4,0.0,0.028056940435581212
8,0.20000000000000004,0.06666666666666667,0.1070615034168565,0.0,0.0,0.0,0.5,0.4,0.0,0.01987667278929415
9,0.20000000000000004,0.26666666666666666,0.11541381928625663,0.4,0.0,0.0,0.5,0.4,0.0,0.032143794279716614
10,0.20000000000000004,0.26666666666666666,0.24221716021260442,0.0,0.0,0.0,0.5,0.5,0.0,0.07668590921018105
11,0.1,0.06666666666666667,0.05998481397114654,0.0,0.0,0.0,0.75,0.4,0.0,0.05116767252689583
12,0.20000000000000004,0.06666666666666667,0.08048595292331057,0.20000000000000007,0.0,0.0,0.75,0.4,0.0,0.030438205195486755
13,0.20000000000000004,0.16666666666666669,0.07593014426727412,0.0,0.0,0.0,0.75,0.4,0.0,0.0422461296247704
14,0.4,0.2,0.10933940774487472,0.20000000000000007,0.0,0.0,0.5,0.4,0.0,0.05930202046706901
15,0.30000000000000004,0.33333333333333337,0.1958997722095672,0.4,0.0,0.75,0.5,0.6,0.0,0.07504591970611388
16,0.20000000000000004,0.2,0.11541381928625663,0.4,0.0,0.0,0.5,0.4,0.0,0.041590133823143534
17,0.30000000000000004,0.06666666666666667,0.09339407744874714,0.20000000000000007,0.0,0.0,0.75,0.4,0.0,0.05339805825242718
18,0.1,0.06666666666666667,0.06302201974183752,0.0,0.0,0.0,0.75,0.4,0.0,0.014563106796116504
19,0.20000000000000004,0.06666666666666667,0.06681852695520121,0.0,0.0,0.0,0.75,0.4,0.0,0.019942272369456837
20,0.30000000000000004,0.16666666666666669,0.09491268033409264,0.0,0.0,0.0,0.75,0.4,0.0,0.0402781422198898
21,0.20000000000000004,0.3,0.2034927866362946,0.0,0.0,1.0,0.5,0.6,0.0,0.2521647861453687
22,0.4,0.26666666666666666,0.1442672741078208,0.4,0.0,0.0,0.5,0.5,0.0,0.027158226187352405
23,0.1,0.13333333333333336,0.05315110098709188,0.0,0.0,0.0,0.5,0.4,0.0,0.022920493308842826
24,0.20000000000000004,0.23333333333333334,0.15793470007593013,0.4,0.0,0.0,0.75,0.5,0.0,0.03293098924166886
25,0.20000000000000004,0.2,0.1017463933181473,0.20000000000000007,0.0,0.0,1.0,0.30000000000000004,0.0,0.02033586985043296
26,0.20000000000000004,0.16666666666666669,0.15793470007593013,0.4,0.0,0.0,0.5,0.5,0.0,0.1127000787194962
27,0.20000000000000004,0.06666666666666667,0.07820804859529235,0.20000000000000007,0.0,0.0,1.0,0.5,0.0,0.07727630543164524
28,0.20000000000000004,0.16666666666666669,0.08731966590736523,0.0,0.0,0.0,0.5,0.4,0.0,0.04723169771713461
29,0.30000000000000004,0.26666666666666666,0.16704631738800305,0.4,0.0,0.0,0.5,0.5,0.0,0.08409866176856468
30,0.20000000000000004,0.26666666666666666,0.1480637813211845,0.4,0.0,0.0,0.5,0.5,0.0,0.06592757806350039
31,0.1,0.13333333333333336,0.062262718299164764,0.8000000000000002,0.0,0.0,0.5,0.4,0.0,0.026502230385725536
32,0.30000000000000004,0.16666666666666669,0.14882308276385725,0.20000000000000007,0.0,0.0,0.75,0.4,0.0,0.0799658882183154
33,0.20000000000000004,0.06666666666666667,0.054669703872437365,0.20000000000000007,0.0,0.0,0.75,0.5,0.0,0.05995801626869588
34,0.30000000000000004,0.3,0.12832194381169323,0.0,0.0,0.0,0.5,0.4,0.0,0.032078194699553926
35,0.20000000000000004,0.26666666666666666,0.14654517843583903,0.20000000000000007,0.0,0.0,0.5,0.5,1.0,0.08108108108108109
36,0.30000000000000004,0.06666666666666667,0.09794988610478358,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.06192600367357649
37,0.30000000000000004,0.2,0.15110098709187547,0.4,0.0,0.0,0.75,0.5,0.0,0.07373392810286014
38,0.30000000000000004,0.06666666666666667,0.06454062262718299,0.0,0.0,0.0,0.25,0.4,0.0,0.021254263972710574
39,0.30000000000000004,0.26666666666666666,0.17084282460136674,0.4,0.0,0.0,0.5,0.5,0.0,0.06914195749147205
40,0.30000000000000004,0.26666666666666666,0.16704631738800305,0.4,0.0,0.0,0.5,0.6,0.0,0.07176594069797954
